Bus_ID	period	state	mileage	usage	decision
4415	24	22	113621.0	1.0	0
4416	0	0	531.0		0
4416	1	0	940.0	0.0	0
4416	2	1	5007.0	1.0	0
4416	3	1	9208.0	0.0	0
4416	4	2	13323.0	1.0	0
4416	5	3	18330.0	1.0	0
4416	6	4	23118.0	1.0	0
4416	7	5	27032.0	1.0	0
4416	8	6	32209.0	1.0	0
4416	9	7	36674.0	1.0	0
4416	10	8	41660.0	1.0	0
4416	11	9	46248.0	1.0	0
4416	12	10	50131.0	1.0	0
4416	13	10	54981.0	0.0	0
4416	14	11	58925.0	1.0	0
4416	15	12	64687.0	1.0	0
4416	16	13	69503.0	1.0	0
4416	17	14	73474.0	1.0	0
4416	18	15	79438.0	1.0	0
4416	19	16	82675.0	1.0	0
4416	20	17	87327.0	1.0	0
4416	21	18	92258.0	1.0	0
4416	22	19	96790.0	1.0	0
4416	23	20	100781.0	1.0	0
4416	24	21	106094.0	1.0	0
4417	0	0	545.0		0
4417	1	0	905.0	0.0	0
4417	2	1	5110.0	1.0	0
4417	3	1	8941.0	0.0	0
4417	4	2	13657.0	1.0	0
4417	5	3	17594.0	1.0	0
4417	6	4	21170.0	1.0	0
4417	7	5	25046.0	1.0	0
4417	8	5	28851.0	0.0	0
4417	9	6	32405.0	1.0	0
4417	10	7	35806.0	1.0	0
4417	11	7	39057.0	0.0	0
4417	12	8	43719.0	1.0	0
4417	13	9	48338.0	1.0	0
4417	14	10	53325.0	1.0	0
4417	15	11	56927.0	1.0	0
4417	16	12	62426.0	1.0	0
4417	17	13	66774.0	1.0	0
4417	18	14	70233.0	1.0	0
4417	19	14	74987.0	0.0	0
4417	20	15	78971.0	1.0	0
4417	21	16	81774.0	1.0	0
4417	22	17	85819.0	1.0	0
4417	23	18	90131.0	1.0	0
4417	24	18	94311.0	0.0	0
2386	0	0	2208.0		0
2386	1	1	5418.0	1.0	0
2386	2	1	8547.0	0.0	0
2386	3	2	11566.0	1.0	0
2386	4	3	15890.0	1.0	0
2386	5	3	19434.0	0.0	0
2386	6	4	23000.0	1.0	0
2386	7	5	26282.0	1.0	0
2386	8	6	30322.0	1.0	0
2386	9	6	34604.0	0.0	0
2386	10	7	36784.0	1.0	0
2386	11	8	40160.0	1.0	0
2386	12	8	43337.0	0.0	0
2386	13	9	46509.0	1.0	0
2386	14	10	50725.0	1.0	0
2386	15	10	52691.0	0.0	0
2386	16	11	55462.0	1.0	0
2386	17	11	58783.0	0.0	0
2386	18	12	61836.0	1.0	0
2386	19	13	65962.0	1.0	0
2386	20	13	68025.0	0.0	0
2386	21	14	71889.0	1.0	0
2386	22	15	75621.0	1.0	0
2386	23	15	79345.0	0.0	0
2386	24	16	83168.0	1.0	0
2386	25	16	84875.0	0.0	0
2386	26	17	88408.0	1.0	0
2386	27	18	91674.0	1.0	0
2386	28	18	93120.0	0.0	0
2386	29	19	95787.0	1.0	0
2386	30	19	97897.0	0.0	0
2386	31	20	101050.0	1.0	0
2386	32	20	104843.0	0.0	0
2386	33	21	109452.0	1.0	0
2386	34	22	113084.0	1.0	0
2386	35	23	117360.0	1.0	0
2386	36	24	121154.0	1.0	0
2386	37	24	124959.0	0.0	0
2386	38	25	129324.0	1.0	0
2386	39	26	133099.0	1.0	0
2386	40	27	136493.0	1.0	0
2386	41	27	139512.0	0.0	0
2386	42	28	140871.0	1.0	0
2386	43	28	142747.0	0.0	0
2386	44	29	145533.0	1.0	0
2386	45	29	148197.0	0.0	0
2386	46	29	149386.0	0.0	0
2386	47	30	151441.0	1.0	0
2386	48	30	153767.0	0.0	0
2387	0	0	1976.0		0
2387	1	1	5569.0	1.0	0
2387	2	1	9928.0	0.0	0
2387	3	2	13209.0	1.0	0
2387	4	3	16522.0	1.0	0
2387	5	4	20220.0	1.0	0
2387	6	4	24035.0	0.0	0
2387	7	5	26901.0	1.0	0
2387	8	6	30469.0	1.0	0
2387	9	6	34673.0	0.0	0
2387	10	7	36876.0	1.0	0
2387	11	8	40152.0	1.0	0
2387	12	8	44054.0	0.0	0
2387	13	9	47516.0	1.0	0
2387	14	10	50254.0	1.0	0
2387	15	10	52832.0	0.0	0
2387	16	11	56421.0	1.0	0
2387	17	11	57575.0	0.0	0
2387	18	12	60233.0	1.0	0
2387	19	12	63914.0	0.0	0
2387	20	13	65689.0	1.0	0
2387	21	13	69476.0	0.0	0
2387	22	14	73288.0	1.0	0
2387	23	15	76988.0	1.0	0
2387	24	15	79926.0	0.0	0
2387	25	16	83432.0	1.0	0
2387	26	17	86329.0	1.0	0
2387	27	18	90053.0	1.0	0
2387	28	18	93010.0	0.0	0
2387	29	19	97307.0	1.0	0
2387	30	20	101068.0	1.0	0
2387	31	20	103844.0	0.0	0
2387	32	20	104989.0	0.0	0
2387	33	21	108490.0	1.0	0
2387	34	22	112097.0	1.0	0
2387	35	23	115905.0	1.0	0
2387	36	23	118178.0	0.0	0
2387	37	24	121199.0	1.0	0
2387	38	25	125413.0	1.0	0
2387	39	25	128650.0	0.0	0
2387	40	26	133058.0	1.0	0
2387	41	27	136447.0	1.0	0
2387	42	28	140778.0	1.0	0
2387	43	28	143963.0	0.0	0
2387	44	30	150465.0	2.0	0
2387	45	30	152264.0	0.0	0
2387	46	31	155275.0	1.0	0
2387	47	31	158648.0	0.0	0
2387	48	32	161748.0	1.0	0
2388	0	0	2445.0		0
2388	1	0	4893.0	0.0	0
2388	2	1	7977.0	1.0	0
2388	3	2	10335.0	1.0	0
2388	4	2	14479.0	0.0	0
2388	5	3	18696.0	1.0	0
2388	6	4	23077.0	1.0	0
2388	7	5	26209.0	1.0	0
2388	8	6	30012.0	1.0	0
2388	9	6	32593.0	0.0	0
2388	10	6	34454.0	0.0	0
2388	11	7	38768.0	1.0	0
2388	12	8	41945.0	1.0	0
2388	13	9	45725.0	1.0	0
2388	14	9	49130.0	0.0	0
2388	15	10	52536.0	1.0	0
2388	16	10	53725.0	0.0	0
2388	17	11	57050.0	1.0	0
2388	18	12	61095.0	1.0	0
2388	19	12	64716.0	0.0	0
2388	20	13	67861.0	1.0	0
2388	21	13	68828.0	0.0	0
2388	22	14	71904.0	1.0	0
2388	23	14	74096.0	0.0	0
2388	24	15	77405.0	1.0	0
2388	25	16	82007.0	1.0	0
2388	26	16	84545.0	0.0	0
2388	27	17	87338.0	1.0	0
2388	28	18	90856.0	1.0	0
2388	29	18	94403.0	0.0	0
2388	30	19	98337.0	1.0	0
2388	31	20	102364.0	1.0	0
2388	32	21	106107.0	1.0	0
2388	33	21	108195.0	0.0	0
2388	34	22	110712.0	1.0	0
2388	35	22	112143.0	0.0	0
2388	36	23	115838.0	1.0	0
2388	37	23	119697.0	0.0	0
2388	38	24	121401.0	1.0	0
2388	39	25	125177.0	1.0	0
2388	40	25	127820.0	0.0	0
2388	41	25	129933.0	0.0	0
2388	42	26	132691.0	1.0	0
2388	43	27	135919.0	1.0	0
2388	44	27	138935.0	0.0	0
2388	45	27	139956.0	0.0	0
2388	46	28	142125.0	1.0	0
2388	47	28	144834.0	0.0	0
2388	48	29	147206.0	1.0	0
2389	0	0	1743.0		0
2389	1	0	4603.0	0.0	0
2389	2	1	5895.0	1.0	0
2389	3	1	9443.0	0.0	0
2389	4	2	12556.0	1.0	0
2389	5	3	15166.0	1.0	0
2389	6	3	18400.0	0.0	0
2389	7	4	20882.0	1.0	0
2389	8	4	22634.0	0.0	0
2389	9	5	26495.0	1.0	0
2389	10	5	27095.0	0.0	0
2389	11	5	29494.0	0.0	0
2389	12	6	32406.0	1.0	0
2389	13	7	35442.0	1.0	0
2389	14	7	38560.0	0.0	0
2389	15	8	41408.0	1.0	0
2389	16	9	45614.0	1.0	0
2389	17	9	49147.0	0.0	0
2389	18	10	51631.0	1.0	0
2389	19	10	54793.0	0.0	0
2389	20	11	56566.0	1.0	0
2389	21	11	59179.0	0.0	0
2389	22	12	61623.0	1.0	0
2389	23	12	64431.0	0.0	0
2389	24	13	66319.0	1.0	0
2389	25	13	69058.0	0.0	0
2389	26	14	71444.0	1.0	0
2389	27	14	74641.0	0.0	0
2389	28	15	78026.0	1.0	0
2389	29	16	80770.0	1.0	0
2389	30	16	84167.0	0.0	0
2389	31	17	85906.0	1.0	0
2389	32	17	88826.0	0.0	0
2389	33	19	96113.0	2.0	0
2389	34	19	98402.0	0.0	0
2389	35	20	101633.0	1.0	0
2389	36	21	105332.0	1.0	0
2389	37	21	108225.0	0.0	0
2389	38	22	111493.0	1.0	0
2389	39	22	114397.0	0.0	0
2389	40	23	118541.0	1.0	0
2389	41	24	123256.0	1.0	0
2389	42	25	126303.0	1.0	0
2389	43	26	130168.0	1.0	0
2389	44	26	131540.0	0.0	0
2389	45	26	134278.0	0.0	0
2389	46	27	135206.0	1.0	0
2389	47	27	138467.0	0.0	0
2389	48	28	142009.0	1.0	0
4338	0	0	3369.0		0
4338	1	1	7946.0	1.0	0
4338	2	2	11601.0	1.0	0
4338	3	3	17056.0	1.0	0
4338	4	4	21485.0	1.0	0
4338	5	5	25533.0	1.0	0
4338	6	6	30347.0	1.0	0
4338	7	6	34492.0	0.0	0
4338	8	7	38973.0	1.0	0
4338	9	8	43369.0	1.0	0
4338	10	9	45292.0	1.0	0
4338	11	10	50262.0	1.0	0
4338	12	10	53061.0	0.0	0
4338	13	11	58671.0	1.0	0
4338	14	13	65079.0	2.0	0
4338	15	14	70177.0	1.0	0
4338	16	14	74812.0	0.0	0
4338	17	15	79090.0	1.0	0
4338	18	16	81176.0	1.0	0
4338	19	16	84933.0	0.0	0
4338	20	18	90451.0	2.0	0
4338	21	19	95138.0	1.0	0
4338	22	19	99629.0	0.0	0
4338	23	20	103621.0	1.0	0
4338	24	21	107684.0	1.0	0
4338	25	22	110950.0	1.0	0
4338	26	22	114947.0	0.0	0
4338	27	23	119880.0	1.0	0
4338	28	24	123169.0	1.0	0
4338	29	25	126948.0	1.0	0
4338	30	25	129397.0	0.0	0
4338	31	26	131987.0	1.0	0
4338	32	27	135197.0	1.0	0
4338	33	27	136685.0	0.0	0
4338	34	28	142566.0	1.0	0
4338	35	29	146723.0	1.0	0
4338	36	30	151169.0	1.0	0
4338	37	30	154914.0	0.0	0
4338	38	31	159273.0	1.0	0
4338	39	32	161938.0	1.0	0
4338	40	33	167874.0	1.0	0
4338	41	34	170525.0	1.0	0
4338	42	35	175018.0	1.0	0
4338	43	35	178265.0	0.0	0
4338	44	36	182836.0	1.0	0
4338	45	37	187879.0	1.0	0
4338	46	38	192011.0	1.0	0
4338	47	38	193855.0	0.0	0
4338	48	39	196797.0	1.0	0
4338	49	39	199703.0	0.0	0
4338	50	40	201485.0	1.0	0
4338	51	40	204362.0	0.0	0
4338	52	41	206972.0	1.0	0
4338	53	42	211221.0	1.0	0
4338	54	43	216364.0	1.0	0
4338	55	44	220657.0	1.0	1
4338	56	0	3351.0	1.0	0
4338	57	1	5700.0	1.0	0
4338	58	1	9184.0	0.0	0
4338	59	2	11770.0	1.0	0
4338	60	3	15798.0	1.0	0
4338	61	3	19226.0	0.0	0
4338	62	4	23506.0	1.0	0
4338	63	5	26698.0	1.0	0
4338	64	6	31855.0	1.0	0
4338	65	6	34947.0	0.0	0
4338	66	7	39409.0	1.0	0
4338	67	8	43403.0	1.0	0
4338	68	9	47045.0	1.0	0
4338	69	10	51426.0	1.0	0
4339	0	3	16782.0		0
4339	1	4	22560.0	1.0	0
4339	2	5	25244.0	1.0	0
4339	3	5	28866.0	0.0	0
4339	4	6	32449.0	1.0	0
4339	5	6	32713.0	0.0	0
4339	6	7	35670.0	1.0	0
4339	7	7	39015.0	0.0	0
4339	8	8	42530.0	1.0	0
4339	9	9	47619.0	1.0	0
4339	10	9	49734.0	0.0	0
4339	11	10	54290.0	1.0	0
4339	12	11	59841.0	1.0	0
4339	13	13	65743.0	2.0	0
4339	14	14	70000.0	1.0	0
4339	15	15	75312.0	1.0	0
4339	16	15	79195.0	0.0	0
4339	17	16	82612.0	1.0	0
4339	18	17	85985.0	1.0	0
4339	19	17	89700.0	0.0	0
4339	20	18	94888.0	1.0	0
4339	21	19	97246.0	1.0	0
4339	22	19	98789.0	0.0	0
4339	23	20	101711.0	1.0	0
4339	24	21	105353.0	1.0	0
4339	25	22	111100.0	1.0	0
4339	26	22	113724.0	0.0	0
4339	27	23	119701.0	1.0	0
4339	28	24	121169.0	1.0	0
4339	29	24	124860.0	0.0	0
4339	30	25	129960.0	1.0	0
4339	31	26	131879.0	1.0	0
4339	32	26	134940.0	0.0	0
4339	33	27	139101.0	1.0	0
4339	34	28	142245.0	1.0	0
4339	35	29	146669.0	1.0	0
4339	36	30	150298.0	1.0	0
4339	37	31	156054.0	1.0	0
4339	38	31	157577.0	0.0	0
4339	39	32	161811.0	1.0	0
4339	40	33	165901.0	1.0	0
4339	41	33	167801.0	0.0	0
4339	42	34	173036.0	1.0	0
4339	43	35	177858.0	1.0	0
4339	44	36	180267.0	1.0	0
4339	45	36	184630.0	0.0	0
4339	46	37	186394.0	1.0	0
4339	47	37	186507.0	0.0	0
4339	48	37	186507.0	0.0	0
4339	49	37	186507.0	0.0	1
4339	50	0	1777.0	1.0	0
4339	51	1	5139.0	1.0	0
4339	52	1	7335.0	0.0	0
4339	53	2	11879.0	1.0	0
4339	54	3	17677.0	1.0	0
4339	55	4	21362.0	1.0	0
4339	56	5	25655.0	1.0	0
4339	57	5	29741.0	0.0	0
4339	58	6	34409.0	1.0	0
4339	59	7	38269.0	1.0	0
4339	60	8	42168.0	1.0	0
4339	61	9	45858.0	1.0	0
4339	62	10	50521.0	1.0	0
4339	63	11	55781.0	1.0	0
4339	64	11	59841.0	0.0	0
4339	65	12	62743.0	1.0	0
4339	66	13	67180.0	1.0	0
4339	67	13	68986.0	0.0	0
4339	68	13	69243.0	0.0	0
4339	69	14	73653.0	1.0	0
4340	0	3	16037.0		0
4340	1	4	21147.0	1.0	0
4340	2	4	24279.0	0.0	0
4340	3	5	28275.0	1.0	0
4340	4	6	31725.0	1.0	0
4340	5	7	35633.0	1.0	0
4340	6	7	39520.0	0.0	0
4340	7	8	43706.0	1.0	0
4340	8	9	46346.0	1.0	0
4340	9	10	51324.0	1.0	0
4340	10	10	52744.0	0.0	0
4340	11	11	57623.0	1.0	0
4340	12	12	62088.0	1.0	0
4340	13	13	67795.0	1.0	0
4340	14	14	72629.0	1.0	0
4340	15	15	77579.0	1.0	0
4340	16	16	82012.0	1.0	0
4340	17	17	86253.0	1.0	0
4340	18	18	91123.0	1.0	0
4340	19	19	95219.0	1.0	0
4340	20	19	99245.0	0.0	0
4340	21	20	100899.0	1.0	0
4340	22	21	105400.0	1.0	0
4340	23	22	110244.0	1.0	0
4340	24	22	114541.0	0.0	0
4340	25	23	118551.0	1.0	0
4340	26	24	124018.0	1.0	0
4340	27	25	128572.0	1.0	0
4340	28	26	130899.0	1.0	0
4340	29	26	134485.0	0.0	0
4340	30	27	137913.0	1.0	0
4340	31	27	139496.0	0.0	0
4340	32	28	143284.0	1.0	0
4340	33	29	145431.0	1.0	0
4340	34	29	149620.0	0.0	0
4340	35	30	154077.0	1.0	0
4340	36	31	158298.0	1.0	0
4340	37	32	161784.0	1.0	0
4340	38	33	165031.0	1.0	0
4340	39	33	168935.0	0.0	0
4340	40	34	174416.0	1.0	0
4340	41	35	177096.0	1.0	0
4340	42	36	181602.0	1.0	0
4340	43	37	185348.0	1.0	0
4340	44	38	190007.0	1.0	0
4340	45	38	191748.0	0.0	0
4340	46	39	196332.0	1.0	0
4340	47	39	199035.0	0.0	0
4340	48	40	202049.0	1.0	0
4340	49	41	205303.0	1.0	0
4340	50	41	207371.0	0.0	0
4340	51	42	210483.0	1.0	0
4340	52	42	213850.0	0.0	0
4340	53	43	217108.0	1.0	0
4340	54	44	222596.0	1.0	0
4340	55	45	226729.0	1.0	0
4340	56	46	230371.0	1.0	0
4340	57	46	233607.0	0.0	0
4340	58	47	237551.0	1.0	0
4340	59	48	240733.0	1.0	0
4340	60	48	244262.0	0.0	0
4340	61	49	248011.0	1.0	0
4340	62	50	250444.0	1.0	0
4340	63	50	253642.0	0.0	0
4340	64	51	255101.0	1.0	0
4340	65	51	258546.0	0.0	0
4340	66	52	261232.0	1.0	0
4340	67	52	264849.0	0.0	0
4340	68	53	268861.0	1.0	0
4340	69	54	273143.0	1.0	0
